FID,pointid,grid_code,xx,yy,Num,,,
1408,10692215,-1.4729,-89.06090686,38.18042912,1,,,
1409,10692216,-1.46149,-89.06088387,38.18042782,1,,,
1410,10692217,-1.3135099,-89.06086088,38.18042652,1,,,
1411,10688902,-1.4876699,-89.06099713,38.18045213,1,,,
1412,10688903,-1.4378999,-89.06097414,38.18045083,1,,,
1413,10688904,-1.4378999,-89.06095115,38.18044952,1,,,
1414,10688905,-1.54187,-89.06092816,38.18044822,1,,,
1415,10688906,-1.44312,-89.06090517,38.18044692,1,,,
1416,10685588,-1.43857,-89.06099545,38.18046992,1,,,
1417,10685589,-1.2066,-89.06097246,38.18046862,1,,,
1418,10685590,-1.2066,-89.06094947,38.18046732,1,,,
1419,10682318,-1.28857,-89.06101675,38.18048902,1,,,
1420,10679030,-1.21799,-89.06103806,38.18050812,1,,,
1421,10650233,-1.20734,-89.06141373,38.18069041,1,,,
1422,10650234,-1.31943,-89.06139074,38.18068911,1,,,
1423,10650235,-1.3405499,-89.06136775,38.18068781,1,,,
1424,10650236,-1.3405499,-89.06134477,38.18068651,1,,,
1425,10647045,-1.3489701,-89.06145803,38.18071081,1,,,
1426,10647046,-1.37494,-89.06143504,38.18070951,1,,,
1427,10647047,-1.52713,-89.06141205,38.18070821,1,,,
1428,10647048,-1.3978601,-89.06138906,38.18070691,1,,,
1429,10643841,-1.3634599,-89.06150232,38.18073121,1,,,
1430,10643842,-1.32513,-89.06147933,38.18072991,1,,,
1431,10640581,-1.2251,-89.06152363,38.18075031,1,,,
1432,10640582,-1.22717,-89.06150064,38.18074901,1,,,
1433,10637317,-1.2251,-89.06152195,38.1807681,1,,,
1434,10637318,-1.22717,-89.06149896,38.1807668,1,,,
1435,10540693,-1.38788,-89.07896615,38.18229128,1,,,
1436,10540694,-1.38788,-89.07894316,38.18228998,1,,,
1437,10537460,-1.31787,-89.07896447,38.18230908,1,,,
1438,10537461,-1.31787,-89.07894148,38.18230778,1,,,
1439,10528067,-1.20953,-89.07905139,38.18236766,1,,,
1440,10528070,-1.40503,-89.07898243,38.18236376,1,,,
1441,10524972,-1.20953,-89.07904972,38.18238546,1,,,
1442,10524975,-1.40503,-89.07898075,38.18238156,1,,,
1443,10427243,-1.29013,-89.08741027,38.18342984,1,,,
1444,10400759,-1.20486,-89.08774004,38.18360946,1,,,
1445,10397838,-1.23242,-89.08776136,38.18362856,1,,,
1446,10394845,-1.24362,-89.08775968,38.18364635,1,,,
1447,10391848,-1.21039,-89.08787295,38.18367063,1,,,
1448,10391849,-1.31161,-89.08784996,38.18366934,1,,,
1449,10388850,-1.21039,-89.08787128,38.18368843,1,,,
1450,10388851,-1.31161,-89.08784829,38.18368713,1,,,
1451,10385869,-1.33069,-89.08791558,38.18370882,1,,,
1452,10385870,-1.33069,-89.08789259,38.18370752,1,,,
1453,10385872,-1.2908601,-89.08784661,38.18370493,1,,,
1454,10385873,-1.20444,-89.08782362,38.18370363,1,,,
1455,10382881,-1.3106101,-89.08791391,38.18372662,1,,,
1456,10382882,-1.3106101,-89.08789092,38.18372532,1,,,
1457,10342981,-1.9668,-89.04614194,38.18161389,1,,,
1458,10095142,-1.3326401,-89.14255607,38.18885362,1,,,
1459,9873035,-1.24402,-89.14499473,38.19070749,1,,,
1460,9667161,-1.36273,-89.11336937,38.19052685,1,,,
1461,9664779,-1.36273,-89.1133677,38.19054464,1,,,
1462,9653029,-1.2176501,-89.11347432,38.19064009,1,,,
1463,9653030,-1.2176501,-89.11345132,38.19063879,1,,,
1464,9650699,-1.34659,-89.11347265,38.19065788,1,,,
1465,9650700,-1.34659,-89.11344965,38.19065659,1,,,
1466,9641470,-1.3078901,-89.08424307,38.1890836,1,,,
1467,9641471,-1.39215,-89.08422008,38.1890823,1,,,
1468,9641472,-1.4059401,-89.08419709,38.189081,1,,,
1469,9639158,-1.5582,-89.0842184,38.18910009,1,,,
1470,9639159,-1.55814,-89.08419541,38.1890988,1,,,
1471,9636823,-1.23856,-89.08419373,38.18911659,1,,,
1472,9608430,-1.3446,-89.11358056,38.19098598,1,,,
1473,9302905,-1.21997,-89.11746975,38.19338707,1,,,
1474,8803831,-1.23441,-89.03750231,38.19253814,1,,,
1475,8652343,-1.22253,-89.08410095,38.19648242,1,,,
1476,8650664,-1.37323,-89.08409927,38.19650021,1,,,
1477,8648979,-1.50623,-89.08412059,38.19651931,1,,,
1478,8648980,-1.45502,-89.08409759,38.19651801,1,,,
1479,8593818,-1.37009,-89.03821001,38.19458219,1,,,
1480,8585803,-1.73798,-89.14268609,38.20057892,1,,,
1481,8585804,-1.26587,-89.14266309,38.20057764,1,,,
1482,8585805,-1.26587,-89.1426401,38.20057635,1,,,
1483,8585806,-1.35519,-89.1426171,38.20057506,1,,,
1484,8584451,-1.24371,-89.14270742,38.20059801,1,,,
1485,8584453,-1.32037,-89.14266143,38.20059543,1,,,
1486,8584454,-1.32037,-89.14263844,38.20059415,1,,,
1487,8583162,-1.32797,-89.14272876,38.20061709,1,,,
1488,8583163,-1.40408,-89.14270576,38.2006158,1,,,
1489,8579077,-1.47659,-89.14276976,38.20067305,1,,,
1490,8577727,-1.48856,-89.1427681,38.20069085,1,,,
1491,8577728,-1.5218199,-89.14274511,38.20068956,1,,,
1492,8576420,-1.3241301,-89.14281243,38.20071122,1,,,
1493,8575158,-1.41058,-89.14281077,38.20072902,1,,,
1494,8567563,-1.23904,-89.14284679,38.20083837,1,,,
1495,8567564,-1.23904,-89.14282379,38.20083709,1,,,
1496,8498403,-1.2739,-89.12589911,38.20087312,1,,,
1497,8491996,-1.37418,-89.12600576,38.20096855,1,,,
1498,8485734,-1.21725,-89.04590721,38.19653993,1,,,
1499,8467753,-1.28995,-89.04565368,38.19677602,1,,,
1500,8466407,-1.28995,-89.045652,38.19679382,1,,,
1501,8438987,-1.23193,-89.04428467,38.19707406,1,,,
1502,8323468,-1.21777,-89.10996002,38.20198199,1,,,
1503,8317783,-1.23853,-89.13354937,38.20335927,1,,,
1504,8317784,-1.23853,-89.13352637,38.20335798,1,,,
1505,8316213,-1.21188,-89.1089875,38.20199888,1,,,
1506,8311100,-1.22934,-89.10921245,38.2020652,1,,,
1507,8286681,-1.2476799,-89.1377952,38.20393693,1,,,
1508,8286682,-1.2476799,-89.1377722,38.20393564,1,,,
1509,8286685,-1.32468,-89.13756523,38.20392405,1,,,
1510,8286686,-1.43246,-89.13754223,38.20392277,1,,,
1511,8268058,-1.2334,-89.13437166,38.20395992,1,,,
1512,8187279,-1.5218199,-89.10983437,38.20356718,1,,,
1513,8185788,-1.53607,-89.10985569,38.20358627,1,,,
1514,8185789,-1.30389,-89.1098327,38.20358498,1,,,
1515,8184311,-1.41443,-89.10985402,38.20360407,1,,,
1516,8184312,-1.38361,-89.10983103,38.20360278,1,,,
1517,8182857,-1.41443,-89.10985235,38.20362187,1,,,
1518,8182858,-1.38361,-89.10982936,38.20362057,1,,,
1519,8181386,-1.3128099,-89.10982768,38.20363837,1,,,
1520,8153962,-1.26227,-89.03473753,38.19975238,1,,,
1521,8150131,-1.25427,-89.03480145,38.19980969,1,,,
1522,8148861,-1.27997,-89.03479976,38.19982748,1,,,
1523,8134899,-1.2347701,-89.03487485,38.20001067,1,,,
1524,8133354,-1.2347701,-89.03487317,38.20002846,1,,,
1525,8112780,-1.2868299,-89.10054718,38.20399303,1,,,
1526,8111193,-1.30127,-89.14097459,38.20627957,1,,,
1527,8108399,-1.22385,-89.14099427,38.20631645,1,,,
1528,8107013,-1.22385,-89.1409926,38.20633425,1,,,
1529,8100126,-1.2475899,-89.1408923,38.20641808,1,,,
1530,8100127,-1.2475899,-89.1408693,38.2064168,1,,,
1531,8076555,-1.80063,-89.12637542,38.20590912,1,,,
1532,7895574,-1.20303,-89.12495789,38.20820905,1,,,
1533,7886148,-1.28949,-89.12512854,38.20836174,1,,,
1534,7872440,-1.30322,-89.12630279,38.20866016,1,,,
1535,7866865,-1.63327,-89.1256735,38.20871432,1,,,
1536,7824049,-1.31625,-89.13491303,38.21003713,1,,,
1537,7820306,-1.4006701,-89.13506736,38.21011733,1,,,
1538,7819384,-1.4006701,-89.1350657,38.21013513,1,,,
1539,7817386,-1.21762,-89.13508537,38.21017201,1,,,
1540,7816346,-1.3996,-89.1350837,38.21018981,1,,,
1541,7812418,-1.59061,-89.13519204,38.21026743,1,,,
1542,7805310,-1.54895,-89.10040501,38.20845769,1,,,
1543,7804436,-1.20313,-89.10040333,38.20847549,1,,,
1544,7801827,-1.3176301,-89.10049031,38.20853406,1,,,
1545,7800981,-1.59229,-89.10051163,38.20855315,1,,,
1546,7800096,-1.39709,-89.10050996,38.20857094,1,,,
1547,7799190,-1.22302,-89.10053129,38.20859003,1,,,
1548,7799191,-1.41113,-89.10050829,38.20858874,1,,,
1549,7798317,-1.23743,-89.10052961,38.20860783,1,,,
1550,7795693,-1.2218,-89.13391847,38.21053603,1,,,
1551,7794798,-1.2218,-89.1339168,38.21055382,1,,,
1552,7794011,-1.3045,-89.10063624,38.20870329,1,,,
1553,7794012,-1.3045,-89.10061324,38.20870199,1,,,
1554,7789723,-1.32385,-89.13404481,38.21066833,1,,,
1555,7788851,-1.3149101,-89.13408915,38.21068871,1,,,
1556,7788852,-1.3149101,-89.13406615,38.21068742,1,,,
1557,7780429,-1.36444,-89.10337092,38.20912552,1,,,
1558,7560923,-1.37927,-89.08285835,38.212371,1,,,
1559,7274969,-1.20236,-89.14223619,38.21974983,1,,,
1560,7274970,-1.2844501,-89.14221319,38.21974854,1,,,
1561,7274971,-1.28818,-89.14219018,38.21974725,1,,,
1562,7274972,-1.23587,-89.14216718,38.21974597,1,,,
1563,7274973,-1.23801,-89.14214418,38.21974468,1,,,
1564,7170094,-1.2735,-89.02892904,38.21466587,1,,,
1565,7170095,-1.3381,-89.02890604,38.21466456,1,,,
1566,7168049,-1.20322,-89.13489038,38.22066263,1,,,
1567,7166442,-1.20322,-89.13488871,38.22068043,1,,,
1568,7142349,-1.20941,-89.04191599,38.21572567,1,,,
1569,7055310,-1.2243,-89.02928019,38.21608138,1,,,
1570,7010277,-1.54321,-89.09679789,38.22050976,1,,,
1571,7008935,-1.42554,-89.09679622,38.22052756,1,,,
1572,7006264,-1.21741,-89.09690788,38.22056963,1,,,
1573,7006265,-1.27869,-89.09688488,38.22056833,1,,,
1574,6982256,-1.20309,-89.13473633,38.22305129,1,,,
1575,6981072,-1.20309,-89.13473466,38.22306909,1,,,
1576,6956859,-1.2126499,-89.13532079,38.22347759,1,,,
1577,6882967,-1.2298599,-89.12793185,38.22435181,1,,,
1578,6821603,-1.52902,-89.12186394,38.22519236,1,,,
1579,6782535,-1.72852,-89.10373454,38.22494338,1,,,
1580,6781800,-1.83569,-89.10373287,38.22496118,1,,,
1581,6781801,-1.48352,-89.10370986,38.22495989,1,,,
1582,6781802,-1.25494,-89.10368686,38.22495859,1,,,
1583,6748148,-1.47394,-89.10362793,38.22583192,1,,,
1584,6747432,-1.31055,-89.10362625,38.22584971,1,,,
1585,6740825,-1.33289,-89.10365721,38.22601247,1,,,
1586,6740143,-1.32025,-89.10365554,38.22603027,1,,,
1587,6739440,-1.48206,-89.10365387,38.22604806,1,,,
1588,6738729,-1.46075,-89.10365219,38.22606586,1,,,
1589,6732035,-1.26349,-89.10363714,38.22622603,1,,,
1590,6727915,-1.3412499,-89.14407023,38.22858274,1,,,
1591,6727916,-1.27213,-89.14404722,38.22858145,1,,,
1592,6727074,-1.93756,-89.14409157,38.22860182,1,,,
1593,6726244,-1.73163,-89.14402089,38.22861576,1,,,
1594,6726245,-1.21368,-89.14399789,38.22861447,1,,,
1595,6725345,-1.20285,-89.14411125,38.2286387,1,,,
1596,6725350,-1.51782,-89.14399622,38.22863227,1,,,
1597,6724500,-1.6735801,-89.14410959,38.2286565,1,,,
1598,6724505,-1.96939,-89.14399456,38.22865007,1,,,
1599,6723663,-1.28986,-89.14406191,38.22867172,1,,,
1600,6723664,-1.64078,-89.14403891,38.22867043,1,,,
1601,6723665,-1.664,-89.1440159,38.22866915,1,,,
1602,6723666,-1.2744401,-89.1439929,38.22866786,1,,,
1603,6722826,-1.28986,-89.14406025,38.22868952,1,,,
1604,6722827,-1.64078,-89.14403725,38.22868823,1,,,
1605,6722828,-1.664,-89.14401424,38.22868695,1,,,
1606,6722829,-1.2744401,-89.14399124,38.22868566,1,,,
1607,6518174,-1.2467999,-89.13062979,38.2323389,1,,,
1608,6518175,-1.2467999,-89.13060678,38.23233761,1,,,
1609,6508867,-1.26941,-89.13044709,38.23256124,1,,,
1610,6508868,-1.3746001,-89.13042408,38.23255995,1,,,
1611,6508168,-1.26941,-89.13044542,38.23257904,1,,,
1612,6508169,-1.3746001,-89.13042242,38.23257775,1,,,
1613,6502023,-1.40158,-89.09592066,38.23081909,1,,,
1614,6490610,-1.5643899,-89.0322834,38.22755958,1,,,
1615,6490611,-1.36624,-89.03226039,38.22755827,1,,,
1616,6489924,-1.32779,-89.03228171,38.22757738,1,,,
1617,6489925,-1.22113,-89.0322587,38.22757607,1,,,
1618,6483931,-1.20663,-89.12978396,38.23322181,1,,,
1619,6462171,-1.59311,-89.1287447,38.23370029,1,,,
1620,6417344,-1.20517,-89.09525126,38.23301774,1,,,
1621,6417345,-1.20517,-89.09522826,38.23301644,1,,,
1622,6415607,-1.22992,-89.09529225,38.23307372,1,,,
1623,6414974,-1.68567,-89.09529058,38.23309152,1,,,
1624,6414337,-1.65353,-89.0952889,38.23310931,1,,,
1625,6413726,-1.49484,-89.09528723,38.23312711,1,,,
1626,6413131,-1.41879,-89.09530856,38.2331462,1,,,
1627,6412552,-1.41879,-89.09530688,38.233164,1,,,
1628,6410591,-1.75931,-89.09527885,38.23321609,1,,,
1629,6409194,-1.72537,-89.09532152,38.23325427,1,,,
1630,6407121,-1.3609,-89.09529349,38.23330637,1,,,
1631,6406439,-1.3609,-89.09529181,38.23332417,1,,,
1632,6405170,-1.82858,-89.09526546,38.23335846,1,,,
1633,6405264,-1.2233,-89.02528624,38.22939823,1,,,
1634,6404578,-1.75491,-89.09526378,38.23337626,1,,,
1635,6404684,-1.20859,-89.02528455,38.22941603,1,,,
1636,6404012,-1.65881,-89.09526211,38.23339406,1,,,
1637,6404102,-1.32614,-89.02525986,38.22943252,1,,,
1638,6404103,-1.28598,-89.02523686,38.22943121,1,,,
1639,6404104,-1.32364,-89.02521385,38.2294299,1,,,
1640,6404105,-1.31769,-89.02519085,38.22942859,1,,,
1641,6403482,-1.34491,-89.09528344,38.23341315,1,,,
1642,6403483,-1.71786,-89.09526044,38.23341185,1,,,
1643,6403571,-1.2275701,-89.02525817,38.22945031,1,,,
1644,6403572,-1.2207,-89.02523516,38.229449,1,,,
1645,6403573,-1.36459,-89.02521216,38.2294477,1,,,
1646,6403574,-1.3326401,-89.02518916,38.22944639,1,,,
1647,6403013,-1.20236,-89.02523347,38.2294668,1,,,
1648,6403014,-1.34183,-89.02521047,38.22946549,1,,,
1649,6403015,-1.2863801,-89.02518747,38.22946418,1,,,
1650,6402481,-1.20502,-89.02518578,38.22948198,1,,,
1651,6400312,-1.8974,-89.0952964,38.23352122,1,,,
1652,6399784,-1.26456,-89.09524871,38.23353643,1,,,
1653,6398353,-1.25494,-89.09522069,38.23358852,1,,,
1654,6397311,-1.99036,-89.09521734,38.23362411,1,,,
1655,6396771,-1.99036,-89.09521566,38.23364191,1,,,
1656,6396214,-1.20801,-89.09523699,38.233661,1,,,
1657,6394659,-1.35364,-89.09518596,38.2337118,1,,,
1658,6394660,-1.35364,-89.09516295,38.23371051,1,,,
1659,6394158,-1.45688,-89.09529931,38.23373607,1,,,
1660,6394160,-1.9208699,-89.09520729,38.23373089,1,,,
1661,6394161,-1.82751,-89.09518428,38.2337296,1,,,
1662,6394162,-1.82751,-89.09516128,38.2337283,1,,,
1663,6393602,-1.54251,-89.09522862,38.23374998,1,,,
1664,6393604,-1.60474,-89.09518261,38.23374739,1,,,
1665,6393605,-1.60474,-89.0951596,38.2337461,1,,,
1666,6393048,-1.54251,-89.09522695,38.23376778,1,,,
1667,6393050,-1.60474,-89.09518094,38.23376519,1,,,
1668,6393051,-1.60474,-89.09515793,38.23376389,1,,,
1669,6392518,-1.4251699,-89.09517926,38.23378299,1,,,
1670,6392519,-1.4251699,-89.09515626,38.23378169,1,,,
1671,6391023,-1.25424,-89.09512823,38.23383378,1,,,
1672,6390523,-1.91904,-89.09512655,38.23385158,1,,,
1673,6390066,-1.23901,-89.09512488,38.23386938,1,,,
1674,6390067,-1.85458,-89.09510187,38.23386808,1,,,
1675,6389600,-1.5635099,-89.0951002,38.23388588,1,,,
1676,6389183,-1.32559,-89.09507552,38.23390238,1,,,
1677,6388758,-1.32559,-89.09507384,38.23392018,1,,,
1678,6388296,-1.5336601,-89.09504916,38.23393668,1,,,
1679,6387815,-1.54541,-89.09504749,38.23395447,1,,,
1680,6387816,-1.3075,-89.09502448,38.23395318,1,,,
1681,6387323,-1.31573,-89.09502281,38.23397097,1,,,
1682,6387324,-1.67993,-89.0949998,38.23396968,1,,,
1683,6386834,-1.28055,-89.09495212,38.23398489,1,,,
1684,6386835,-1.28055,-89.09492911,38.23398359,1,,,
1685,6386836,-1.84332,-89.09345674,38.23390068,1,,,
1686,6386370,-1.26819,-89.09495044,38.23400268,1,,,
1687,6386371,-1.26819,-89.09492744,38.23400139,1,,,
1688,6386372,-1.22375,-89.09352408,38.23392236,1,,,
1689,6386375,-1.55243,-89.09345507,38.23391847,1,,,
1690,6385850,-1.59909,-89.09494877,38.23402048,1,,,
1691,6385851,-1.59909,-89.09492576,38.23401918,1,,,
1692,6385852,-1.20328,-89.09354542,38.23394145,1,,,
1693,6385295,-1.35614,-89.09490108,38.23403568,1,,,
1694,6385296,-1.83911,-89.09354374,38.23395925,1,,,
1695,6384773,-1.4905699,-89.09485339,38.23405089,1,,,
1696,6384774,-1.2038,-89.09354207,38.23397705,1,,,
1697,6384252,-1.4905699,-89.09485172,38.23406869,1,,,
1698,6384253,-1.2038,-89.09354039,38.23399484,1,,,
1699,6382593,-1.35681,-89.0948467,38.23412208,1,,,
1700,6382594,-1.82108,-89.09482369,38.23412078,1,,,
1701,6382595,-1.82446,-89.09360438,38.23405212,1,,,
1702,6380920,-1.6799001,-89.09477265,38.23417158,1,,,
1703,6380921,-1.20886,-89.09474965,38.23417028,1,,,
1704,6380368,-1.21869,-89.09357468,38.23412201,1,,,
1705,6377590,-1.2978801,-89.09363532,38.23421488,1,,,
1706,6353459,-1.32074,-89.09416983,38.23492483,1,,,
1707,6351555,-1.2199399,-89.09349763,38.23494064,1,,,
1708,6350883,-1.2199399,-89.09349596,38.23495844,1,,,
1709,6345968,-1.41245,-89.09348256,38.23510081,1,,,
1710,6345355,-1.41245,-89.09348088,38.23511861,1,,,
1711,6324366,-1.23999,-89.03029943,38.23213443,1,,,
1712,6324367,-1.23999,-89.03027643,38.23213312,1,,,
1713,6323695,-1.28424,-89.03022873,38.2321483,1,,,
1714,6323696,-1.26868,-89.03020573,38.23214699,1,,,
1715,6307573,-1.20135,-89.08731007,38.2358086,1,,,
1716,6239030,-1.28772,-89.03850626,38.23485492,1,,,
1717,6239031,-1.29739,-89.03848325,38.23485362,1,,,
1718,6239032,-1.29739,-89.03846025,38.23485231,1,,,
1719,6239033,-1.41541,-89.03843724,38.234851,1,,,
1720,6223297,-1.24115,-89.047949,38.23576631,1,,,
1721,6222451,-1.48633,-89.04794732,38.23578411,1,,,
1722,6221590,-1.3433501,-89.04794563,38.2358019,1,,,
1723,6220778,-1.61801,-89.04798996,38.23582231,1,,,
1724,6220779,-1.44751,-89.04796695,38.235821,1,,,
1725,6219989,-1.354,-89.04801128,38.23584141,1,,,
1726,6219222,-1.43988,-89.0480326,38.23586051,1,,,
1727,6218454,-1.41199,-89.04805391,38.23587961,1,,,
1728,6217624,-1.25613,-89.04809824,38.23590001,1,,,
1729,6217625,-1.25613,-89.04807523,38.23589871,1,,,
1730,6216812,-1.25613,-89.04809655,38.23591781,1,,,
1731,6216813,-1.25613,-89.04807355,38.2359165,1,,,
1732,6215201,-1.3378299,-89.04813919,38.235956,1,,,
1733,6214422,-1.37836,-89.04816051,38.2359751,1,,,
1734,22612694,-1.29562,-89.00725784,38.13195145,1,,,
1735,22607363,-1.52499,-89.00732506,38.13197318,1,,,
1736,22607364,-1.23883,-89.00730209,38.13197187,1,,,
1737,22602055,-1.52499,-89.00732337,38.13199098,1,,,
1738,22602056,-1.23883,-89.0073004,38.13198967,1,,,
1739,22596768,-1.23532,-89.00734465,38.13201008,1,,,
1740,22591569,-1.41141,-89.0073889,38.1320305,1,,,
1741,22591570,-1.41141,-89.00736593,38.13202919,1,,,
1742,22581149,-1.21524,-89.00621392,38.13199919,1,,,
1743,22545669,-1.47888,-89.01072764,38.13238213,1,,,
1744,22545678,-1.2155499,-89.00588046,38.13210539,1,,,
1745,22545679,-1.37,-89.00585748,38.13210408,1,,,
1746,22545680,-1.30643,-89.00583451,38.13210276,1,,,
1747,22540522,-1.28952,-89.00578687,38.13211793,1,,,
1748,22540523,-1.25562,-89.0057639,38.13211662,1,,,
1749,22540524,-1.25562,-89.00574093,38.13211531,1,,,
1750,22530084,-1.29044,-89.00571457,38.13214959,1,,,
1751,22530085,-1.3219,-89.0056916,38.13214828,1,,,
1752,22530086,-1.30893,-89.00566862,38.13214696,1,,,
1753,22530087,-1.27896,-89.00564565,38.13214565,1,,,
1754,22530088,-1.31787,-89.00562268,38.13214434,1,,,
1755,22530089,-1.3911999,-89.00559971,38.13214303,1,,,
1756,22524786,-1.31485,-89.00555207,38.1321582,1,,,
1757,20938361,-1.5968,-88.86637112,38.12919281,1,,,
1758,20932719,-1.43964,-88.86636939,38.12921061,1,,,
1759,20927125,-1.4667701,-88.86639064,38.12922974,1,,,
1760,20927126,-1.21295,-88.86636767,38.1292284,1,,,
1761,12224960,-1.31012,-88.89987793,38.1641897,1,,,
1762,12221130,-1.2140501,-88.89971535,38.16419817,1,,,
1763,12221131,-1.2140501,-88.89969237,38.16419684,1,,,
1764,12217331,-1.23831,-88.89971363,38.16421597,1,,,
1765,12217332,-1.23831,-88.89969065,38.16421464,1,,,
1766,12213577,-1.27917,-88.89973489,38.16423509,1,,,
1767,11808900,-1.33658,-88.8996956,38.16607585,1,,,
1768,11808901,-1.31033,-88.89967262,38.16607452,1,,,
1769,11804893,-1.29877,-88.89973984,38.16609631,1,,,
1770,11804894,-1.29877,-88.89971686,38.16609498,1,,,
1771,11804895,-1.48593,-88.89969388,38.16609364,1,,,
1772,11804896,-1.30457,-88.8996709,38.16609231,1,,,
1773,11377661,-1.2931499,-88.87118098,38.16628083,1,,,
1774,11373678,-1.33823,-88.87117925,38.16629862,1,,,
1775,10589559,-1.21649,-88.95727471,38.17508922,1,,,
1776,10589560,-1.21649,-88.95725173,38.1750879,1,,,
1777,10047574,-1.323,-88.89530571,38.1751439,1,,,
1778,10040693,-1.23483,-88.89530054,38.17519728,1,,,
1779,10040696,-1.28174,-88.89523159,38.17519328,1,,,
1780,9291316,-1.39386,-88.94928575,38.18391613,1,,,
1781,9288783,-1.39386,-88.94928404,38.18393393,1,,,
1782,9044576,-1.2290601,-88.86678038,38.18089457,1,,,
1783,8695752,-1.43802,-88.98764202,38.19059005,1,,,
1784,8292506,-1.2092,-88.95256184,38.19337303,1,,,
1785,8290824,-1.2092,-88.95256013,38.19339082,1,,,
1786,8207937,-1.2950701,-88.85956696,38.188992,1,,,
1787,8207938,-1.2950701,-88.85954397,38.18899066,1,,,
1788,8167790,-1.33429,-88.86542636,38.18983431,1,,,
1789,8137912,-1.3028001,-88.96787699,38.19614934,1,,,
1790,8136493,-1.34167,-88.96787528,38.19616713,1,,,
1791,8103574,-1.29263,-88.95571951,38.19588061,1,,,
1792,8102194,-1.30212,-88.9557178,38.19589841,1,,,
1793,8100793,-1.41693,-88.9557161,38.1959162,1,,,
1794,8099441,-1.37256,-88.95571439,38.195934,1,,,
1795,8087440,-1.2367899,-88.95572201,38.19609547,1,,,
1796,8086061,-1.24393,-88.95572031,38.19611326,1,,,
1797,8084642,-1.24393,-88.9557186,38.19613106,1,,,
1798,8083207,-1.21426,-88.95571689,38.19614885,1,,,
1799,7960602,-1.23282,-88.95485901,38.19762042,1,,,
1800,7953422,-1.37244,-88.95473552,38.19770279,1,,,
1801,7898899,-1.45908,-88.96647676,38.19918229,1,,,
1802,7891286,-1.50037,-88.96637456,38.19928378,1,,,
1803,7815913,-1.23376,-88.95334602,38.19989528,1,,,
1804,7677859,-1.20514,-88.9648242,38.20339955,1,,,
1805,7640986,-1.32449,-88.91113769,38.20100421,1,,,
1806,7640988,-1.45889,-88.9110917,38.20100155,1,,,
1807,7640989,-1.21826,-88.91106871,38.20100022,1,,,
1808,7640138,-1.20987,-88.91111298,38.20102067,1,,,
1809,7640142,-1.4789701,-88.91102101,38.20101535,1,,,
1810,7640143,-1.4789701,-88.91099802,38.20101402,1,,,
1811,7640144,-1.23871,-88.91097502,38.20101269,1,,,
1812,7640145,-1.26346,-88.91095203,38.20101136,1,,,
1813,7639294,-1.23572,-88.91095031,38.20102916,1,,,
1814,7025841,-1.2726099,-88.85601224,38.20651787,1,,,
1815,7025842,-1.2726099,-88.85598924,38.20651653,1,,,
1816,6952823,-1.28503,-88.9397472,38.21244292,1,,,
1817,6789149,-1.3526599,-88.97595553,38.21754667,1,,,
1818,6789150,-1.36209,-88.97593253,38.21754536,1,,,
1819,6789153,-1.29269,-88.97586353,38.2175414,1,,,
1820,6789154,-1.2066,-88.97584053,38.21754009,1,,,
1821,6789155,-1.50525,-88.97581754,38.21753877,1,,,
1822,6724797,-1.30704,-88.86615411,38.21279882,1,,,
1823,6670345,-1.30548,-88.94369263,38.21830632,1,,,
1824,6669276,-1.2301,-88.94369092,38.21832412,1,,,
1825,6669277,-1.23291,-88.94366792,38.21832279,1,,,
1826,6659909,-1.36279,-88.94293958,38.21844191,1,,,
1827,6659910,-1.27011,-88.94291658,38.21844058,1,,,
1828,6659911,-1.29892,-88.94289358,38.21843926,1,,,
1829,6658855,-1.36423,-88.94289187,38.21845705,1,,,
1830,6658856,-1.439,-88.94286887,38.21845573,1,,,
1831,6510478,-1.26236,-88.97292481,38.22359956,1,,,
1832,6510479,-1.2507,-88.97290181,38.22359824,1,,,
1833,6500480,-1.31461,-88.93161308,38.22151114,1,,,
1834,6496710,-1.22998,-88.93176379,38.22162719,1,,,
1835,6496711,-1.22998,-88.93174079,38.22162587,1,,,
1836,6451970,-1.39737,-88.8670045,38.21903959,1,,,
1837,6451971,-1.25848,-88.8669815,38.21903826,1,,,
1838,6400046,-1.26169,-88.8690969,38.22059283,1,,,
1839,6400047,-1.26169,-88.8690739,38.22059149,1,,,
1840,6399514,-1.31552,-88.86909517,38.22061062,1,,,
1841,6399515,-1.31552,-88.86907217,38.22060928,1,,,
1842,6395397,-1.21146,-88.86921933,38.22076099,1,,,
1843,6066035,-1.76529,-88.9605666,38.23453872,1,,,
1844,6066036,-1.7808501,-88.9605436,38.2345374,1,,,
1845,6003437,-1.31836,-88.93952488,38.23470674,1,,,
1846,6003439,-1.26175,-88.93943286,38.23470145,1,,,
1847,6002597,-1.2759399,-88.93950016,38.23472321,1,,,
1848,6000838,-1.35956,-88.93945073,38.23475615,1,,,
1849,5999990,-1.237,-88.93942602,38.23477262,1,,,
1850,5977037,-1.23508,-88.94264628,38.2354411,1,,,
1851,20319028,-1.26526,-88.78864245,38.12659001,1,,,
1852,20313655,-1.2005301,-88.7886407,38.1266078,1,,,
1853,20313656,-1.41266,-88.78861773,38.12660645,1,,,
1854,20308299,-1.20432,-88.78857005,38.12662153,1,,,
1855,20302949,-1.20432,-88.78856831,38.12663933,1,,,
